"","Date_UTC","ClickTime_UTC","clickDepth_m","fit_line","lwr_CI_99","upr_CI_99"
"158","2016-07-03","2016-07-03_19:04:02.730",1026.61602844657,978.775151648012,969.296035011753,988.254268284271
"159","2016-07-03","2016-07-03_19:04:03.486",1003.45437236624,979.281613390965,969.810539910652,988.752686871277
"160","2016-07-03","2016-07-03_19:04:04.839",977.902367101483,980.193991436577,970.740630953958,989.647351919195
"161","2016-07-03","2016-07-03_19:04:06.275",996.315506939299,981.170843413313,971.740675886492,990.601010940135
"162","2016-07-03","2016-07-03_19:04:07.039",1006.58478177693,981.694181076835,972.278082872392,991.110279281277
"163","2016-07-03","2016-07-03_19:04:07.868",1014.98717630452,982.264921835316,972.865371155038,991.664472515595
"164","2016-07-03","2016-07-03_19:04:08.710",1030.85900581085,982.847708482248,973.466261941613,992.229155022884
"165","2016-07-03","2016-07-03_19:04:09.533",1016.85440693582,983.420388570062,974.057832419485,992.782944720638
"166","2016-07-03","2016-07-03_19:04:10.348",1017.7880265943,983.990496012289,974.647743535151,993.333248489427
"167","2016-07-03","2016-07-03_19:04:42.480",996.457595475408,1009.14703231145,1000.75882463981,1017.5352399831
"168","2016-07-03","2016-07-03_19:04:46.674",1036.17573881,1012.86451136365,1004.54155604311,1021.18746668418
"169","2016-07-03","2016-07-03_19:04:47.253",1070.70961274437,1013.38646802354,1005.07073058472,1021.70220546237
"170","2016-07-03","2016-07-03_19:04:50.503",1025.79913473572,1016.35649617299,1008.07359762501,1024.63939472097
"171","2016-07-03","2016-07-03_19:04:51.799",998.890204000268,1017.56015145878,1009.28690651117,1025.83339640639
"172","2016-07-03","2016-07-03_19:04:54.397",1017.11853477593,1020.00679118182,1011.74758549207,1028.26599687157
"173","2016-07-03","2016-07-03_19:04:55.783",1047.50188347896,1021.33071622545,1013.07639571034,1029.58503674056
"174","2016-07-03","2016-07-03_19:04:58.276",1029.86606302942,1023.74530053847,1015.49592883011,1031.99467224682
"175","2016-07-03","2016-07-03_19:04:59.562",1021.52903988047,1025.00776844271,1016.75933982198,1033.25619706344
"176","2016-07-03","2016-07-03_19:05:00.170",1020.67392517012,1025.60869487175,1017.36039835136,1033.85699139214
"177","2016-07-03","2016-07-03_19:05:00.789",1031.79063905558,1026.22318205605,1017.97483950446,1034.47152460764
"178","2016-07-03","2016-07-03_19:05:03.338",1041.09444365216,1028.78244694783,1020.53242677758,1037.03246711807
"179","2016-07-03","2016-07-03_19:05:06.311",963.642171955524,1031.82692841301,1023.57336712485,1040.08048970117
"180","2016-07-03","2016-07-03_19:05:06.927",1011.04914698616,1032.46586898493,1024.21155339354,1040.72018457633
"181","2016-07-03","2016-07-03_19:05:07.489",1021.86252736395,1033.05125659032,1024.79628481675,1041.30622836389
